,syndate,????????,?????????,????????,????????,???????,???????,?????,???????????,?????,???,????????,?????????????????,???????,???????????,?????????????,????????????,?????,???????,????????,????????,????????????,????????????,?????,???????,???????,?????,????????????????????,??????????,????????????????,????????????,????????,????????
59,6/30/2018,-591905.347,-50955.76835,-102882.7195,-91890.64295,-290007.2797,-1313528.597,-303279.6093,-470277.5785,-175088.5942,-907885.8374,-519576.5578,-326620.6309,434716.609,-73300.82005,1681414.543,-532061.3579,36578.30686,105568.6655,-185486.3342,-618895.4157,125955.6443,-491753.628,670661.1326,-1083554.169,915578.9043,242697.4457,-28739.92166,1662682.865,-66351.73103,,,
60,7/31/2018,-544371.5686,-24108.9801,-87702.11433,-114323.5318,-286492.9373,-1259031.682,-235261.9624,-459229.2713,-137287.6323,-769567.7846,-416335.6283,-298233.04,513777.4057,-66328.8182,1572669.851,-181115.9095,-25550.7338,166732.1697,-97268.20289,-518912.643,217820.2793,-443603.3276,596937.1891,-789638.0495,1022666.888,457199.8608,-27700.1749,1146662.163,519274.0082,,,
61,8/31/2018,-544788.5363,-1768.833075,-60245.7861,-142061.3133,-282365.0916,-1196435.385,-150856.4321,-453101.4152,-92522.56601,-571820.2921,-328905.1767,-272596.4575,598448.3511,-62870.8143,1478552.469,263571.7288,-31293.53599,251121.5912,-23731.90221,-428286.3397,415298.1478,-365167.6026,528136.9765,-576311.305,1128971.449,559962.0462,-26921.52161,489025.3924,1150570.861,,,
62,9/30/2018,-595024.5262,9547.91596,-21776.41473,-166687.023,-268483.0423,-1093663.026,-80366.97856,-452290.4943,-48112.36151,-343733.7326,-284618.2326,-260107.499,666417.6974,-68928.92165,1410128.46,569407.5922,51919.25568,912236.7369,-8728.798053,-347900.9778,579949.0832,-282374.6699,485690.7381,-445610.2346,1257507.215,485198.524,-43839.99932,-172888.2446,1616303.892,,,
63,10/31/2018,-655012.8944,9106.85768,19058.70564,-181331.6536,-247529.8738,-984632.635,-32591.23946,-461626.7932,-17574.93122,-106905.5234,-307071.6804,-256345.4072,687196.6885,-88957.18477,1348653.715,600438.4216,209543.5577,933840.9305,-87853.32113,-272485.4057,622154.2497,-222874.635,463642.0863,-377001.8281,1360419.428,136902.4935,-92290.04244,-722619.7106,1864534.263,,,
64,11/30/2018,-681104.8452,-316.0260406,49386.01386,-182074.862,-229868.5857,-937680.0982,-14516.86981,-478311.5896,-12161.3823,110100.8793,-386642.9512,-251248.4842,642055.4139,-116884.7931,1255846.532,354979.4199,391524.2397,894694.2028,-262067.4073,-224412.0961,494199.3793,-216405.8919,387790.0058,-314327.8659,1382498.735,-421665.8722,-174396.2162,-1127580.307,1793676.814,,,
65,12/31/2018,-677842.6541,-12938.02997,63939.77009,-171452.5995,-224171.8338,-988194.0616,-25249.28418,-499498.4293,-34343.02219,281424.504,-497532.1264,-243748.2062,528712.8252,-144413.1864,1109781.35,-105079.2894,533925.5829,800078.1286,-486817.8117,-224037.6318,194921.3953,-279658.4404,202481.6978,-199576.7601,1290258.166,-1050348.88,-279664.6576,-1411071.26,1419932.441,,,
66,1/31/2019,-671748.949,-21664.33218,68155.75343,-156382.496,-224722.8202,-1072637.483,-51050.01237,-521716.3717,-77668.58681,385132.0253,-634700.8611,-234284.363,366381.581,-164064.6233,924650.3349,-683001.837,581232.7372,665739.5293,-705571.4625,-279239.8872,-168059.5867,-400710.3574,-71587.80408,-9974.831876,1063973.656,-1606145.418,-388442.8746,-1658306.164,907409.6943,,,
67,2/28/2019,-668995.7715,-24892.42574,67372.62745,-141934.0657,-220995.8673,-1069839.474,-75375.03795,-534983.6611,-127950.6089,423617.1777,-770966.5962,-222895.4218,198115.4225,-171677.5187,730106.3702,-1217650.258,522783.2081,512702.3185,-858531.2129,-345090.6591,-465672.4752,-562028.7787,-343050.36,216622.7399,778767.0753,-2015144.581,-477468.5056,-1885299.821,393599.8668,,,
68,3/31/2019,-660560.6031,-23308.95397,67634.19168,-130937.2345,-207134.3884,-926305.9056,-90405.77686,-528207.4271,-172028.633,420431.2137,-869939.4798,-208536.0214,69494.38838,-169724.4641,582379.8203,-1566212.644,399427.8323,364972.9505,-905991.8951,-353419.0736,-571578.6405,-729673.0247,-498539.2996,-782816.4218,524758.824,-2320606.374,-526028.8852,-2055187.309,51010.54497,,,
69,4/30/2019,-626560.5306,-20634.10522,75757.6963,-122093.8911,-183947.9356,-700696.208,-85444.00797,-494882.1154,-203955.3534,409264.7262,-923318.5,-191154.585,4124.941977,-164173.3478,517849.7487,-1668998.937,282826.5863,239204.9055,-862225.1826,-264415.0923,-401422.5768,-848157.8396,-482387.4948,-552624.4007,344195.5913,-2641095.328,-521128.3148,-2157585.852,-92380.38678,,,
70,5/31/2019,-554539.6853,-19146.47926,98433.9644,-114123.5129,-155419.8669,-510916.9226,-62607.21645,-440162.8657,-224162.8912,412093.5826,-917890.5345,-175363.254,-5920.977122,-154622.6592,539755.9108,-1578034.619,226106.3428,140508.0583,-761714.5269,-101006.7579,2334.014798,-879997.8931,-359892.4797,-425995.7474,290934.7344,-2968740.919,-471017.4496,-2158456.238,-215601.6402,,,
71,6/30/2019,-439991.7957,-17551.57621,130362.2633,-106445.3326,-124795.8992,-384957.7914,-46180.28193,-372761.3527,-235610.5779,437750.0728,-850295.7214,-167047.5701,-8861.246655,-137162.0826,615775.0307,-1442670.069,228430.8088,63501.55678,-649704.4177,63763.8166,496747.3432,-829964.755,-242400.1642,-407846.7636,356683.5229,-3248357.599,-400857.9459,-2072679.583,-463763.9937,,,
72,7/31/2019,-296915.3376,-15399.10145,165644.1049,-99316.671,-94726.46422,-275191.4882,-55818.33629,-301061.0996,-244903.3467,480657.0543,-734173.4375,-164666.9767,-48435.81045,-114919.8084,677286.3301,-1370961.561,229521.2152,5300.516798,-562363.9924,166222.0343,910773.7156,-736531.7144,-170920.4711,-470834.1976,518121.6406,-3468401.506,-346101.9166,-1938268.606,-794508.816,,,
73,8/31/2019,-170676.4689,-13912.19334,195455.2262,-93563.59853,-70229.38993,-162038.9355,-83830.74144,-229682.0942,-262415.4196,-64200.52304,-602758.3759,-157628.843,-130209.7465,-92110.30396,690377.0582,-1394401.833,186759.6795,-23046.78154,-504040.7407,191637.3153,1078864.514,-641287.8808,-132907.7274,-556368.8566,711536.5864,-3636027.941,-330711.8891,-1748113.173,-1050045.919,,,
74,9/30/2019,-71525.00478,-13769.69785,210248.6028,-91145.52993,-52928.54428,-57471.8941,-105554.2643,-164782.4232,-296537.8711,36668.05275,-486513.8817,-136346.4378,-221342.4442,-68036.64962,655589.3256,-1403656.022,98623.0657,-10567.03517,-469385.9064,179995.3144,1023672.896,-561992.7133,-84380.90886,-582701.6547,861080.1288,-3641326.778,-342420.7921,-1513691.032,-1104789.804,,,
75,10/31/2019,-29655.71386,-15213.8386,212532.4784,-91509.20869,-37088.64686,55257.78312,-97788.9973,-117389.1811,-344085.3119,143172.0759,-389963.9248,-104188.2836,-278244.6874,-44699.4419,613159.2985,-1261983.247,-20745.77115,52939.97418,-430822.6255,195490.9973,877610.9868,-485023.1064,5963.018265,-495892.0748,923954.3226,-3455831.489,-347446.5197,-1312676.846,-1073660.382,,,
76,11/30/2019,-56763.45388,-19415.97095,214907.4234,-92143.30542,-9785.485399,195359.6263,-49601.29292,-95022.82052,-397139.9267,268422.4463,-313258.7679,-66366.86206,-281963.0343,-24660.11007,575495.0789,-929480.508,-151703.9513,163008.4626,-364027.2154,307032.3289,824991.0124,-363149.651,167309.3335,-307917.8125,911136.5309,-3156372.763,-308737.5685,-1307909.172,-1013959.397,,,
77,12/31/2019,-129692.0368,-25204.82893,227581.3453,-90320.75327,34651.74303,352934.6035,23916.8847,-96683.90529,-447077.6152,427138.2914,-245057.8674,-24336.35589,-225285.913,-3623.087944,525420.4326,-469480.7685,-274596.0407,284261.9929,-250055.7265,545386.7625,869932.6842,-155505.04,383163.4346,-93501.49295,888002.9319,-2861163.928,-220761.644,-1566491.16,-1013352.484,,,
78,1/31/2020,-206494.1288,-32145.86535,250337.863,-84583.07731,89556.93708,450299.9475,97569.84921,-116093.7503,-481773.8513,634655.1512,-167176.2836,20628.29993,-120226.5164,15194.47923,419437.3292,-29896.56219,-344452.1012,382513.3842,-102733.4527,884427.8835,794473.1162,140500.6119,624711.7065,94392.68299,883515.4658,-2636278.744,-106825.5446,-2006248.572,-903874.4836,,,
79,2/29/2020,-246898.2378,-38745.86777,275713.8291,-76111.59314,141974.8925,397401.6673,165821.7863,-145956.1302,-493608.8116,879769.7236,-86227.55316,67879.86926,4132.673036,30527.68879,233647.1447,254677.6349,-330591.5346,442551.9713,22670.88559,1214289.454,6489439.789,489419.9158,849468.7278,241525.9548,855864.4444,-2470120.174,-753.0235287,-2482310.825,-549198.9167,,,
80,3/31/2020,-233982.2494,-43794.28121,298437.3545,-66528.45918,180392.5015,182782.7352,227877.5646,-176688.781,-483294.6131,1118531.15,-4025.648342,112551.158,96905.17354,42334.37239,-21857.95522,270392.1358,-225171.2909,458825.8966,87020.21532,1423612.448,5096553.934,834413.3096,981009.8883,356699.1645,812187.1389,-2205579.69,68130.12003,-2812833.807,45828.00269,,,
81,4/30/2020,-185520.3526,-48415.46469,311247.0458,-56251.94906,199825.1502,-103609.4872,280889.9672,-202433.5489,-460104.251,1278808.535,72013.90934,147350.8681,104299.8492,46452.62422,-299872.5684,18981.8025,-55705.06112,443924.1205,59737.63231,1434439.695,3540569.873,1111810.295,981362.6874,433275.2644,792821.7222,-1817858.74,94030.21554,-2932016.183,711322.5556,,,
82,5/31/2020,-118069.1208,-53464.39809,313507.2321,-44143.03223,205612.2569,-314729.5139,328981.724,-219865.8508,-437890.7233,1320572.41,112164.4184,167373.0682,34487.03947,35624.2288,-525513.9814,-338304.9348,105530.4313,410155.6565,-52476.32422,1271409.737,2228123.846,-1009909.332,900965.11,469179.0652,852688.6049,-1453068.584,95583.39012,-2841050.324,1096710.669,,,
83,6/30/2020,-58259.31308,-59966.34575,307063.1914,-29486.84078,205540.159,-376009.2631,380674.5523,-234295.5465,-427699.1146,1236273.953,87845.80203,177771.2752,-50196.66886,10092.7186,-644782.4122,-637502.4292,208908.5049,358971.5685,-175946.2946,1052664.296,1407583.479,-746378.6318,823284.7768,498737.039,983112.4783,-1251440.565,86043.36073,-2512521.105,1043333.152,,,
84,7/31/2020,-13965.98792,-66726.12245,294300.3038,-14361.6916,207040.8926,-296046.1099,431906.2972,-249507.3086,-427271.723,1064872.192,-545.0901441,186551.9468,-95526.98917,-19617.78962,-654493.5173,-820685.3107,243445.2078,288746.0072,-251915.8935,902774.3615,1041735.003,-563621.1155,798223.0762,576961.6445,1098656.457,-1187386.758,84843.65358,-1973981.486,757603.7656,,,
85,8/31/2020,4181.014181,-71060.39082,285955.4428,629.2424399,214756.5449,-112626.6468,470603.1809,-258195.1627,-426509.9736,852978.1422,-104962.8592,193348.0088,-96171.18773,-43859.06675,-612530.489,-911844.8406,1195411.919,190962.4511,-254384.159,847229.382,941539.6171,-434383.5766,817907.5973,720132.6991,1156921.42,-1174313.023,103212.5083,-1355296.628,439327.2328,,,
86,9/30/2020,-16809.08004,-182380.5494,291930.9836,15409.58908,230372.797,103175.1559,-40590.86306,-245747.888,-416201.8304,640935.1719,-174178.7536,195977.7383,-95725.19673,-53633.98916,-583751.3822,-991015.6962,1084722.299,57196.3959,-188584.3632,839061.4045,926611.4388,-308390.4413,872934.4543,889966.4292,1205367.44,-1078990.978,135447.7958,-818726.0213,231252.513,,,
87,10/31/2020,-39249.17325,-168747.9137,317782.1216,31132.64133,253489.6633,316367.3832,-19715.80301,-196685.8253,-390720.0938,450934.7154,-193257.9476,196919.8606,-130537.5791,-42033.07357,-577006.6567,-1060897.193,1011141.372,-95377.42192,-68948.37991,818528.5624,1006331.9,-157823.6034,944241.8677,1041038.739,1360941.481,-760457.5296,182323.3893,-418602.0669,119956.2309,,,
88,11/30/2020,-18176.21669,-148405.5128,360457.7151,47140.14971,277284.7061,541575.3056,-6951.550515,-106152.2745,-349809.0157,286963.0629,-175555.9375,198536.2765,-191922.3566,-13396.44177,-569989.261,-993636.0299,1000239.853,-233353.6336,93896.66459,792254.5745,1258791.672,10276.29698,1017647.926,1162651.996,1663247.388,-255827.2902,245858.9872,-26558.62662,155474.614,,,
89,12/31/2020,68274.06728,-122228.883,408136.5127,60655.34493,295674.5968,811673.0871,28825.3196,14762.04086,-298952.0297,133201.2656,-142002.9648,200687.4654,-225579.6581,20298.02306,-521135.6846,-688438.1082,1036339.934,-310553.2547,274918.342,774899.2311,1660675.769,182455.0108,1099194.27,1254335.259,2028515.774,260284.9377,319990.0564,515936.4759,339866.8273,,,
90,1/31/2021,175758.2445,-93496.13467,445648.745,69892.24763,301341.2609,1138690.068,91661.72495,151178.5502,-247118.9206,-9580.462443,-99048.03987,206827.9116,-188841.6883,51358.83837,-407604.3434,-195739.9794,1080750.676,-304683.3125,456078.0045,790643.6172,2059390.77,348210.8405,1193278.734,1305213.676,2339890.2,596517.3102,392444.5717,1287449.913,598762.6859,,,
91,2/28/2021,251580.3205,-66497.80313,467119.2333,73281.18357,291892.3432,1468093.015,161232.7709,284914.6668,-202074.8311,-125723.175,-46174.92997,219949.0112,-94452.81932,74538.21205,-228400.6285,350755.6061,1124917.28,-232174.2542,619879.3179,824500.6403,2334444.565,485829.1511,1306180.15,1314176.878,2518364.087,632156.492,455310.8436,2188896.066,901694.2675,,,
92,3/31/2021,277315.1802,-45096.05311,474540.4636,70597.69959,269952.0959,1740394.945,212233.5204,403395.604,-166425.7831,-197363.1117,-8780.640475,244416.1256,28475.50086,87757.51054,6342.620801,870870.7199,1184293.911,-120975.2726,769262.8367,866690.7921,2463033.713,603255.2712,1440463.636,1309820.426,2572631.3,305190.6386,505371.7815,3097343.718,1154242.643,,,
93,4/30/2021,270480.8358,-30773.83401,478451.7307,64508.85137,243806.1647,1910852.091,221554.0022,500851.7614,-140420.1421,-217036.6276,-1410.041621,279150.9162,154155.0721,96120.14414,266985.2015,1347630.826,-997489.9913,9051.460718,944969.2437,952238.7088,2506146.585,704816.3782,1588665.176,1335963.511,2531741.846,-212758.8274,529155.8035,3991778.904,1462561.486,,,
94,5/31/2021,267071.0131,-21588.4707,480419.9049,59050.79372,221157.033,1969958.171,189733.1951,576658.0257,-121374.9227,-175601.3704,-18819.38904,320114.1183,266957.8464,108071.0761,514634.8962,1800539.89,-815646.9531,135258.9075,1156810.593,1122416.685,2540411.463,814262.3733,1744299.512,1462701.055,2394516.592,-676276.7937,536012.0996,4826865.522,2038244.872,,,
95,6/30/2021,301863.248,-14715.47378,481481.6048,58986.62355,204951.8526,1943284.866,143065.5791,637087.8917,-105334.9106,-67621.95016,-24737.72057,355282.2187,367487.9828,127000.1029,748030.1928,2239613.41,-682442.5658,247366.5719,1368528.033,1358513.958,2559752.114,975449.9516,1901302.386,1695055.914,2171485.621,-925211.986,547845.5998,5544752.371,2784950.359,,,
96,7/31/2021,390135.9266,-7172.329013,471967.8046,67842.83848,196218.6694,1855807.75,95904.27556,683564.2427,-89963.02053,85143.3717,14636.62101,372899.2139,456533.9974,144662.9658,989823.6326,2650082.205,-575303.1893,337762.8156,1521502.393,1615389.826,2506748.012,1198462.987,2056364.753,1982472.677,1890278.255,-876137.1237,575950.532,6072209.006,3491146.894,,,
97,8/31/2021,550293.585,2911.345741,445748.8426,81215.3299,196934.1504,1723615.764,56706.58977,713603.0893,-70831.37768,251134.7453,102201.6628,376894.2141,514978.0665,148148.7922,1242860.442,3095028.05,-458604.8652,405672.4362,1572421.604,1864098.653,2443891.039,1441792.365,2211350.747,2261992.999,1645813.248,-591887.428,626910.265,6342065.487,4026882.758,,,
98,9/30/2021,746231.9136,15221.43277,411330.5983,91664.71607,206639.6123,1606126.436,49099.44854,732269.4975,-42292.61084,413914.438,214717.3652,376878.8482,542813.4889,132847.6582,1477029.933,3690311.294,-320980.3493,464632.4595,1557006.117,2096477.879,2390343.021,1625075.67,2322209.998,2489081.847,1527513.294,-268933.0462,694902.6226,6407413.592,4352802.537,,,
99,10/31/2021,920294.3763,27670.76221,382251.9959,91997.70261,222089.5736,1533154.743,80985.64301,748881.1363,-4300.490669,570268.2372,323379.0284,379999.6367,561306.8955,102038.7195,1661501.011,4396646.456,-162512.3081,528450.9675,1539961.018,2300770.719,2236351.618,1708051.736,2364714.519,2639979.47,1557122.348,-38409.99991,745117.7593,6435564.008,4583078.869,,,
100,11/30/2021,1019787.131,38194.43959,371788.5649,79866.04618,233302.6984,1498343.467,136490.3798,772449.1933,36944.94321,736610.7993,419598.3605,390951.537,590857.924,69671.62095,1835536.825,5006531.881,-23106.41579,606480.9443,1547307.719,2446963.851,1904195.309,1702840.647,2361829.913,2685911.203,1699703.463,128289.625,748805.9253,6577596.879,4776110.74,,,
101,12/31/2021,1059526.811,45738.2875,389561.9345,61231.93822,234976.1053,1489358.114,192984.1269,806573.055,77069.38115,930598.8467,508282.1593,410196.8303,612185.5956,50636.3157,2052211.313,5352481.55,79719.01288,703257.8659,1573992.124,2535228.659,1533283.494,1661293.001,2347712.927,2646750.116,1855121.392,306235.6137,699362.5522,6823563.683,5058660.62,,,
102,1/31/2022,1097199.328,51592.44359,429815.2522,44949.5953,228683.9862,1499785.883,235844.7504,842512.5896,108737.5398,1139233.994,583684.8857,428726.876,608846.5756,50556.32863,2341946.094,5446464.294,125519.5705,821562.4636,1603320.878,2617228.064,1381292.385,1658317.214,2356438.403,2571086.444,1942240.242,470822.2394,618479.2879,7067368.375,5406831.945,,,
103,2/28/2022,1163614.294,59304.40009,472575.4696,37327.16988,222062.4218,1546977.064,261651.7724,870468.4103,127453.3153,1323135.254,638530.131,435203.1041,582226.6146,62500.78915,2708130.588,5402863.79,81506.53442,958694.4269,1626511.911,2770358.196,1619969.656,1764296.355,2403376.971,2514763.261,1944814.791,669412.8185,533652.2103,7204328.034,5844832.624,,,
104,3/31/2022,1245985.198,70913.05191,500201.7904,42225.88322,221685.4135,1639348.652,293412.6651,879457.0001,137060.7952,1446651.395,671950.1392,429535.5803,546788.0928,74490.72055,3105771.242,5466389.932,-58357.47938,1090836.677,1621807.071,3016441.994,2232550.283,1967139.778,2491083.479,2498348.196,1863791.303,943822.2878,466373.698,7187663.056,6334977.554,,,
105,4/30/2022,1322796.224,84705.65348,515319.1632,56386.20215,226322.3763,1786435.488,362574.0261,866026.3299,145144.1947,1508936.281,688556.8917,718055.2201,533274.3877,79628.39633,3445713.801,5721771.327,-230929.0121,1173285.049,1567930.839,3280828.359,2889386.894,2192516.67,2556024.046,2470625.576,1723200.726,1296070.495,429559.4788,6978022.362,6683450.576,,,
106,5/31/2022,1386504.98,96894.54549,526026.2801,72346.41157,229501.5674,1973699.153,462965.3478,837509.4794,157051.1301,1512518.121,683547.8211,696433.9936,552630.1722,75409.6454,3629608.432,6054802.467,-346332.5953,1186243.392,1464142.445,3464212.647,3199415.811,2346479.542,2522244.8,2350773.702,1551435.964,1702030.963,422077.0508,6579270.372,6844139.036,,,
107,6/30/2022,1438156.814,103875.3282,539475.9638,83017.63931,226848.7151,2125450.296,550853.7659,803062.9917,172330.6017,1455873.356,650794.0868,686144.0954,567434.5528,60727.71856,3568631.79,6238906.985,-382705.0542,1136177.035,1308600.675,3524366.777,3001052.879,2339627.515,2373600.022,2114247.336,1399682.609,2133424.929,423345.7051,5981314.979,6817626.232,,,
108,7/31/2022,1472054.133,105273.8425,559475.6441,85136.1173,219582.0416,2183617.051,610725.79,778382.0985,183830.7407,1352717.3,591164.5254,684379.9791,543543.5698,40689.77171,3240458.573,6133919.948,-364835.0298,1033428.785,1145995.572,3482468.016,2363784.954,2174737.745,2129941.526,1797304.729,1332742.993,2492539.639,411543.4657,5310892.522,6588525.134,,,
109,8/31/2022,1488586.862,101821.8273,578659.7422,82760.59936,210269.5685,2153547.46,647365.3202,772659.8082,186554.9003,1234211.029,510853.5714,682268.2905,502826.2588,23526.09563,2723410.847,5764107.869,-316032.2125,897135.0594,1035203.754,3412575.815,1498181.96,1936978.487,1833838.635,1480538.591,1343664.919,2736715.474,368026.8861,4781952.715,6239537.237,,,
110,9/30/2022,1509986.46,95069.44339,583695.4438,82734.90784,198633.6265,2072711.724,665532.4452,772515.305,181485.4112,1114579.789,422770.4708,673020.6158,479780.5582,11192.34187,2122988.345,5205792.377,-277838.5275,745895.6125,973835.455,3332062.292,691621.1941,1742116.483,544548.018,1205852.92,1345349.674,2855915.629,296813.4133,4457084.08,5902211.572,,,
111,10/31/2022,1551296.678,84802.49145,562216.5435,89934.48678,184259.4361,2006472.348,670792.7301,758993.9094,174616.5642,995247.0338,341978.2235,653890.3331,481282.6199,1994.220555,1534335.945,4584367.245,-261972.0318,590128.7906,917967.8665,3217712.316,161329.4291,1663165.588,311822.4381,976785.3488,1230532.446,2788678.821,219522.8175,4250289.392,5637190.273,,,
112,11/30/2022,1606143.997,69791.76249,504996.0752,104395.9079,172638.2935,1976457.961,663780.5504,715630.5355,176009.8479,881364.8707,282637.5318,619843.8704,494800.5637,-7567.340959,1014394.359,4020695.855,-252950.9652,430713.3852,836335.6083,3049617.202,-32855.34939,1703430.359,102549.2182,804939.6011,992227.6557,2485254.502,158610.0884,4058429.571,5314436.008,,,
113,12/31/2022,1637055.652,49371.3308,409950.7673,120484.4883,167086.2976,1941016.511,639835.0801,634648.6156,195314.3671,767643.3462,249752.9042,570008.8825,494254.7916,-22219.83329,583556.5286,3510339.175,-235008.6102,255997.74,719760.2583,2814984.855,8815.976397,1792444.001,-48634.04772,703193.154,792082.3833,2089024.841,136336.8979,3797972.363,4836314.786,,,
114,1/31/2023,1619920.648,23729.27569,299324.8177,132080.8472,170176.7625,1814516.35,593505.7086,527466.3289,232016.5881,637672.7176,229243.4592,507148.7427,436291.8387,-46535.33581,228673.5475,3075668.063,-193620.9901,59339.14304,566847.6644,2484712.75,146245.1608,1817403.878,-156889.4733,657551.7628,767560.4078,1828008.265,147762.1133,3513839.859,4106142.885,,,
115,2/28/2023,1573284.145,-5283.558096,199774.8398,135578.6604,177134.4698,1572865.201,523210.952,410013.6837,278646.0693,491728.8514,194688.9246,440419.7584,310477.5716,-79290.47919,-120219.0124,2728609.833,-126874.9418,-151924.4594,392130.8616,2052367.051,204532.6859,1707196.029,-297259.0191,610383.2769,952960.9528,1755118.708,170423.3888,3193875.994,3041054.652,,,
116,3/31/2023,1527873.586,-32157.48944,115857.6413,128948.614,180098.9546,1275197.601,433169.5333,298146.2927,320882.7525,357327.1655,130232.5419,368407.5289,139007.934,-114389.8061,-532067.369,2361609.34,-72677.0031,-351498.6235,207127.7573,1531848.385,-6655.079216,1445543.823,-528629.2216,506823.533,1206815.39,1727881.177,194149.242,2753815.026,1779201.38,,,
117,4/30/2023,1484637.094,-50095.17099,34964.23438,114041.9978,176079.5529,975752.5291,323829.4466,206286.3872,349957.9632,260303.9584,43478.65022,285528.3082,-53718.38179,-145027.8997,-1006116.606,1843158.915,-102746.1145,-508408.8911,11662.87466,981718.6424,-496519.3898,1094208.502,-813613.2236,361538.8922,1361240.568,1573577.37,206062.8387,2116985.205,460322.4282,,,
118,5/31/2023,1411768.464,-56031.84094,-50510.71795,96417.06165,169814.0401,690567.1765,215220.0497,137239.0536,366410.7995,216567.4607,-29446.83096,197324.3475,-252081.861,-165471.6842,-1482106.032,1134409.258,-222929.174,-600932.2272,-172920.3955,459325.9187,-1068101.92,734466.2417,-1061241.847,223706.6829,1397514.964,1239716.532,194356.1971,1433224.044,-714893.9089,,,
119,6/30/2023,1289639.932,-51772.02026,-138413.4954,80486.54606,167233.4831,469896.6959,138245.5959,86746.82089,375679.2045,235190.8134,-64128.26656,115144.6912,-421954.2265,-174137.0705,-1899640.672,422463.4561,-355712.8018,-629652.5486,-309001.1504,19099.88583,-1433755.922,433119.9685,-1208964.114,128583.8616,1389745.06,819414.0263,172425.9225,986156.6507,-1523602.413,,,
120,7/31/2023,1143547.986,-42638.38993,-214694.0075,68282.9542,166664.4967,350709.7308,111600.7022,45852.24218,384419.9449,296346.3098,-78200.55065,51004.49073,-545444.675,-174319.0727,-2186614.146,-75511.85233,-438835.4224,-595156.1525,-391282.7477,-342201.614,-1424412.749,230691.3411,-1257727.387,51656.04782,1373279.157,435321.8764,161989.7494,815109.0223,-1919809.33,,,
121,8/31/2023,1021112.993,-33560.24024,-265961.7562,58745.80062,163005.7902,327554.4841,127716.7473,7941.209213,393215.526,365543.589,-100689.9888,9244.118236,-624461.2313,-169206.3019,-2292980.836,-270218.6141,-452204.1681,-510055.8651,-441127.3903,-638030.4911,-1108069.952,131168.7268,-1237509.041,-44982.73326,1345043.821,160169.8787,174975.8253,805387.2701,-2052221.701,,,
122,9/30/2023,954211.4597,-27094.20415,-292854.2466,50814.07409,152401.3726,347035.1592,156317.6307,-28489.32635,401113.6217,425307.7914,-141792.5924,-14820.23298,-666313.586,-161012.3302,-2223354.837,-236726.863,-417379.7894,-402159.5954,-481261.9187,-847046.2832,-647546.6593,100430.6574,-1179041.495,-154185.7789,1277987.028,-62180.89336,202150.5941,852668.2278,-2157326.661,,,
